AT1G08910.1	A0A0A7EPL0-2
AT2G46130.1	A0A654F2D2
AT2G46090.1	A0A654F2D8
AT2G46170.1	A0A654F2D9
AT2G46390.1	A0A654F2E7
AT2G46410.1	A0A654F2G6
AT2G03822.1	A0A654F2J7
AT2G30270.1	A0A654F2J8
AT2G03932.1	A0A654F2K5
AT2G42790.1	A0A654F2K6
AT2G42470.1	A0A654F2K9
AT2G42890.2	A0A654F2L7
AT2G42890.3	A0A654F2L7
AT2G30440.1	A0A654F2L8
AT2G42560.1	A0A654F2M0
AT2G46890.1	A0A654F2N3
AT2G47115.1	A0A654F2N5
AT2G04240.1	A0A654F2P6
AT2G04240.2	A0A654F2P6
AT2G47180.1	A0A654F2R2
AT2G31160.1	A0A654F2V2
AT2G44260.1	A0A654F318
AT2G44240.1	A0A654F327
AT3G01329.1	A0A654F341
AT2G44210.1	A0A654F354
AT2G07200.1	A0A654F371
AT2G44620.1	A0A654F372
AT3G01770.1	A0A654F378
AT3G01740.1	A0A654F383
AT2G09388.1	A0A654F393
AT2G10450.1	A0A654F3A4
AT3G01950.1	A0A654F3A9
AT3G02040.1	A0A654F3B3
AT2G45250.1	A0A654F3B9
AT2G44980.2	A0A654F3D3
AT3G02330.1	A0A654F3D5
AT3G02300.1	A0A654F3E2
AT3G02440.1	A0A654F3F7
AT3G02510.1	A0A654F3G4
AT3G02690.1	A0A654F3H3
AT2G13295.1	A0A654F3H7
AT3G02555.1	A0A654F3H9
AT3G02555.2	A0A654F3H9
AT3G02673.1	A0A654F3I1
AT3G02860.2	A0A654F3K1
AT3G03060.1	A0A654F3L1
AT3G02940.1	A0A654F3L2
AT3G02940.3	A0A654F3L2
AT2G45760.1	A0A654F3L5
AT3G03040.1	A0A654F3M0
AT2G33740.2	A0A654F3M8
AT3G03230.1	A0A654F3N8
AT2G46308.1	A0A654F3P7
AT3G03320.1	A0A654F3P9
AT3G03530.1	A0A654F3Q9
AT3G03405.1	A0A654F3R1
AT3G03280.1	A0A654F3R5
AT3G03540.1	A0A654F3R9
AT3G03500.1	A0A654F3S1
AT2G46660.1	A0A654F3S3
AT3G03460.1	A0A654F3T4
AT3G03560.1	A0A654F3U2
AT3G03776.2	A0A654F3V0
AT2G34370.1	A0A654F3V8
AT3G03847.1	A0A654F3V9
AT2G15029.1	A0A654F3W0
AT2G46710.1	A0A654F3W1
AT3G03850.1	A0A654F3W3
AT3G03950.3	A0A654F3W6
AT2G47010.1	A0A654F3W9
AT2G47010.2	A0A654F3W9
AT3G04070.1	A0A654F407
AT2G47630.1	A0A654F417
AT2G47844.1	A0A654F428
AT3G04350.1	A0A654F431
AT3G04670.1	A0A654F437
AT3G04450.1	A0A654F438
AT3G04660.1	A0A654F439
AT2G48121.2	A0A654F449
AT3G04854.1	A0A654F452
AT3G05010.1	A0A654F470
AT3G01230.1	A0A654F471
AT3G01319.1	A0A654F483
AT2G47720.1	A0A654F484
AT2G47485.1	A0A654F497
AT3G05050.1	A0A654F4A3
AT3G05050.2	A0A654F4A3
AT3G05050.3	A0A654F4A3
AT3G05365.3	A0A654F4B3
AT3G01130.4	A0A654F4D6
AT3G01130.8	A0A654F4D6
AT3G05410.2	A0A654F4E0
AT2G47885.1	A0A654F4E3
AT3G02010.1	A0A654F4F6
AT3G01325.1	A0A654F4G5
AT2G17680.1	A0A654F4I4
AT3G06110.2	A0A654F4I8
AT3G06110.3	A0A654F4I8
AT3G06019.1	A0A654F4J4
AT2G36030.1	A0A654F4J8
AT3G06085.1	A0A654F4K5
AT3G01790.1	A0A654F4L1
AT3G01790.2	A0A654F4L1
AT2G18025.1	A0A654F4M0
AT3G01990.11	A0A654F4N3
AT3G02255.1	A0A654F4R3
AT3G06760.2	A0A654F4S1
AT3G06460.1	A0A654F4S6
AT3G06868.1	A0A654F4T2
AT3G06920.2	A0A654F4U6
AT3G06920.3	A0A654F4U6
AT3G07230.1	A0A654F4Y0
AT3G02420.1	A0A654F4Y8
AT3G07330.1	A0A654F4Y9
AT3G07330.2	A0A654F4Y9
AT3G03080.1	A0A654F504
AT3G07273.1	A0A654F515
AT3G03272.1	A0A654F523
AT3G02875.1	A0A654F537
AT2G19830.2	A0A654F538
AT3G02960.1	A0A654F546
AT3G08000.1	A0A654F561
AT2G38350.1	A0A654F572
AT3G08740.1	A0A654F590
AT3G08860.1	A0A654F5A0
AT3G08820.1	A0A654F5A2
AT3G08670.1	A0A654F5B9
AT2G20635.1	A0A654F5C8
AT3G04443.1	A0A654F5F0
AT3G04443.2	A0A654F5F0
AT3G04443.3	A0A654F5F0
AT3G04443.4	A0A654F5F0
AT3G04443.5	A0A654F5F0
AT3G03930.1	A0A654F5G2
AT3G09590.1	A0A654F5H4
AT3G04130.1	A0A654F5H9
AT3G04130.2	A0A654F5H9
AT3G05600.1	A0A654F5K4
AT3G05040.1	A0A654F5L5
AT3G09930.1	A0A654F5L9
AT3G09930.2	A0A654F5L9
AT3G09925.1	A0A654F5M4
AT3G10220.1	A0A654F5P2
AT3G04855.1	A0A654F5R3
AT3G10390.2	A0A654F5S0
AT3G05670.1	A0A654F5T2
AT3G05670.2	A0A654F5T2
AT3G05670.3	A0A654F5T2
AT2G22120.1	A0A654F5T7
AT3G11170.1	A0A654F5Z9
AT3G11180.1	A0A654F604
AT3G11160.1	A0A654F610
AT3G11350.1	A0A654F630
AT3G11340.1	A0A654F632
AT2G41100.1	A0A654F633
AT2G41100.4	A0A654F633
AT3G11745.1	A0A654F659
AT2G41505.1	A0A654F679
AT2G41505.2	A0A654F679
AT2G41505.3	A0A654F679
AT3G06870.1	A0A654F680
AT3G11680.2	A0A654F692
AT3G12190.1	A0A654F6C1
AT3G07460.2	A0A654F6E5
AT3G06750.1	A0A654F6F7
AT3G12587.1	A0A654F6G5
AT3G06850.1	A0A654F6G8
AT3G06850.2	A0A654F6G8
AT3G12545.1	A0A654F6G9
AT2G24395.1	A0A654F6H0
AT2G42640.1	A0A654F6J1
AT2G24650.5	A0A654F6J2
AT3G12820.1	A0A654F6J6
AT2G42730.1	A0A654F6J9
AT2G42830.1	A0A654F6K9
AT3G07340.1	A0A654F6M8
AT3G07522.1	A0A654F6P7
AT3G13403.1	A0A654F6Q1
AT3G13350.1	A0A654F6Q7
AT3G13450.1	A0A654F6R1
AT2G25500.1	A0A654F6S2
AT3G13410.1	A0A654F6S4
AT3G13480.1	A0A654F6S6
AT3G13480.2	A0A654F6S6
AT3G09210.1	A0A654F6U1
AT3G13700.2	A0A654F6U6
AT2G43930.1	A0A654F6W6
AT3G08636.1	A0A654F6X1
AT2G25970.1	A0A654F6X2
AT3G10439.1	A0A654F6Y1
AT3G08840.2	A0A654F6Y9
AT3G13990.1	A0A654F6Z5
AT2G44195.1	A0A654F6Z7
AT2G44280.1	A0A654F708
AT2G44280.2	A0A654F708
AT2G44280.4	A0A654F708
AT3G14190.1	A0A654F717
AT3G14190.2	A0A654F717
AT2G44490.1	A0A654F728
AT3G10930.1	A0A654F734
AT3G11100.1	A0A654F752
AT3G14463.1	A0A654F755
AT3G11320.1	A0A654F771
AT2G45243.1	A0A654F772
AT3G14870.1	A0A654F797
AT3G09863.1	A0A654F799
AT3G14950.1	A0A654F7A8
AT3G15040.1	A0A654F7B8
AT2G27313.1	A0A654F7B9
AT2G27389.1	A0A654F7C8
AT3G15251.1	A0A654F7D3
AT2G27490.1	A0A654F7D5
AT2G27490.2	A0A654F7D5
AT2G27490.3	A0A654F7D5
AT2G27490.4	A0A654F7D5
AT3G15359.1	A0A654F7E7
AT2G45840.1	A0A654F7G8
AT3G12360.1	A0A654F7H2
AT3G11570.1	A0A654F7I0
AT2G28020.1	A0A654F7I2
AT3G15635.1	A0A654F7I4
AT2G28105.1	A0A654F7J3
AT2G28105.2	A0A654F7J3
AT3G12640.2	A0A654F7K2
AT3G12640.3	A0A654F7K2
AT3G15830.1	A0A654F7K6
AT3G15910.1	A0A654F7L7
AT3G15940.1	A0A654F7L8
AT3G15940.2	A0A654F7L8
AT3G16020.1	A0A654F7M4
AT3G16117.1	A0A654F7N3
AT2G28570.1	A0A654F7P8
AT2G28570.2	A0A654F7P8
AT3G12440.1	A0A654F7R4
AT3G16432.1	A0A654F7R7
AT3G11270.1	A0A654F7S1
AT3G16530.1	A0A654F7S5
AT3G16480.1	A0A654F7S8
AT3G16470.3	A0A654F7T7
AT3G16580.1	A0A654F7T9
AT3G12710.1	A0A654F7U3
AT3G13437.2	A0A654F7U6
AT3G16555.1	A0A654F7U8
AT3G16680.1	A0A654F7V0
AT3G16740.1	A0A654F7V4
AT3G16640.1	A0A654F7V9
AT3G16760.1	A0A654F7W2
AT3G12977.1	A0A654F7X3
AT3G13680.1	A0A654F7X6
AT3G16910.1	A0A654F7Y9
AT3G17155.1	A0A654F803
AT3G17152.1	A0A654F805
AT3G13370.1	A0A654F816
AT3G17227.1	A0A654F818
AT3G13433.1	A0A654F827
AT3G14170.2	A0A654F831
AT3G12685.1	A0A654F859
AT3G17765.1	A0A654F866
AT3G18020.1	A0A654F886
AT3G14700.1	A0A654F893
AT3G14700.2	A0A654F893
AT3G01450.1	A0A654F8B6
AT3G01450.2	A0A654F8B6
AT3G18235.1	A0A654F8B9
AT2G31005.1	A0A654F8D2
AT3G18291.1	A0A654F8D9
AT3G13340.1	A0A654F8E1
AT3G13340.2	A0A654F8E1
AT3G13340.3	A0A654F8E1
AT2G31081.1	A0A654F8E3
AT3G18400.1	A0A654F8E4
AT3G18380.2	A0A654F8E9
AT3G18490.1	A0A654F8F2
AT3G01830.1	A0A654F8F3
AT3G18470.1	A0A654F8F4
AT3G01930.2	A0A654F8G3
AT3G18550.1	A0A654F8H0
AT3G18550.4	A0A654F8H0
AT3G02030.2	A0A654F8H2
AT3G18670.2	A0A654F8H4
AT3G13570.1	A0A654F8H6
AT3G18610.1	A0A654F8H7
AT2G31410.1	A0A654F8I1
AT3G15510.1	A0A654F8J1
AT3G02390.2	A0A654F8L5
AT3G16050.1	A0A654F8P6
AT3G19340.1	A0A654F8Q2
AT2G32130.1	A0A654F8Q5
AT3G19530.1	A0A654F8R7
AT3G19520.1	A0A654F8S0
AT3G19520.2	A0A654F8S0
AT3G19550.1	A0A654F8S2
AT3G02930.1	A0A654F8S8
AT3G02930.3	A0A654F8S8
AT3G19552.1	A0A654F8S9
AT3G03020.1	A0A654F8T8
AT3G03020.2	A0A654F8T8
AT3G16525.1	A0A654F8U5
AT2G32520.4	A0A654F8U7
AT3G14630.2	A0A654F8V3
AT3G16610.1	A0A654F8V5
AT3G16710.1	A0A654F8W7
AT3G20020.1	A0A654F8X2
AT3G20160.1	A0A654F8Y3
AT3G20155.1	A0A654F8Y7
AT3G20100.1	A0A654F8Z1
AT3G15050.1	A0A654F8Z5
AT3G03690.1	A0A654F916
AT3G20620.1	A0A654F929
AT3G20570.1	A0A654F930
AT3G17261.1	A0A654F935
AT3G20610.1	A0A654F938
AT3G16520.3	A0A654F941
AT3G20557.1	A0A654F942
AT3G16590.1	A0A654F952
AT3G17450.1	A0A654F954
AT3G17450.2	A0A654F954
AT3G20900.1	A0A654F956
AT3G20850.1	A0A654F970
AT3G21055.2	A0A654F972
AT2G33735.1	A0A654F977
AT2G33735.2	A0A654F977
AT3G21210.1	A0A654F981
AT3G15909.1	A0A654F996
AT3G16000.1	A0A654F9A6
AT2G34050.1	A0A654F9A7
AT3G21371.1	A0A654F9B3
AT3G17160.1	A0A654F9B7
AT3G21520.1	A0A654F9D7
AT2G34310.1	A0A654F9D9
AT2G34310.2	A0A654F9D9
AT2G34310.3	A0A654F9D9
AT2G34310.4	A0A654F9D9
AT2G34310.6	A0A654F9D9
AT2G34310.7	A0A654F9D9
AT3G17340.1	A0A654F9E0
AT3G16490.1	A0A654F9F2
AT3G21680.1	A0A654F9F5
AT3G18500.2	A0A654F9G2
AT3G16565.2	A0A654F9G3
AT3G16565.6	A0A654F9G3
AT3G22010.1	A0A654F9H6
AT3G05080.1	A0A654F9H9
AT3G17675.1	A0A654F9I0
AT3G22022.1	A0A654F9I1
AT3G16750.1	A0A654F9I3
AT3G16750.2	A0A654F9I3
AT3G05165.1	A0A654F9J0
AT3G05165.2	A0A654F9J0
AT3G05165.3	A0A654F9J0
AT3G21945.1	A0A654F9J7
AT3G22183.1	A0A654F9K0
AT3G22210.1	A0A654F9L2
AT3G22240.1	A0A654F9L3
AT3G18050.1	A0A654F9L6
AT3G22275.1	A0A654F9M9
AT3G18230.1	A0A654F9N1
AT3G18485.1	A0A654F9Q7
AT3G22690.2	A0A654F9R0
AT3G19565.1	A0A654F9R7
AT3G22780.1	A0A654F9R9
AT3G22870.1	A0A654F9S8
AT3G17030.1	A0A654F9U6
AT3G22980.1	A0A654F9U8
AT3G22980.2	A0A654F9U8
AT3G22980.3	A0A654F9U8
AT3G18915.1	A0A654F9V1
AT3G06080.2	A0A654F9V2
AT2G35935.1	A0A654F9V9
AT2G36026.1	A0A654F9W7
AT3G06260.1	A0A654F9W9
AT3G20220.1	A0A654F9X0
AT3G23260.1	A0A654F9X4
AT3G23325.1	A0A654F9Z1
AT3G23460.1	A0A654F9Z2
AT2G36320.1	A0A654F9Z5
AT3G23510.1	A0A654F9Z9
AT3G20580.1	A0A654FA06
AT3G23640.3	A0A654FA13
AT2G36500.1	A0A654FA17
AT3G23130.1	A0A654FA20
AT3G20870.1	A0A654FA36
AT3G20870.3	A0A654FA36
AT3G23370.2	A0A654FA48
AT3G18030.1	A0A654FA54
AT3G24280.1	A0A654FA64
AT3G24110.2	A0A654FA68
AT3G23590.1	A0A654FA69
AT2G37080.1	A0A654FA72
AT2G37080.2	A0A654FA72
AT3G24420.1	A0A654FA73
AT3G21260.3	A0A654FA74
AT3G18210.1	A0A654FA76
AT3G18210.2	A0A654FA76
AT3G21405.1	A0A654FA95
AT3G24503.1	A0A654FAB0
AT3G24516.1	A0A654FAC0
AT3G20560.1	A0A654FAC2
AT2G37670.2	A0A654FAC5
AT3G24490.1	A0A654FAH0
AT3G22120.1	A0A654FAH6
AT2G38240.1	A0A654FAH7
AT3G25070.1	A0A654FAI0
AT3G25580.1	A0A654FAK7
AT3G21390.2	A0A654FAK8
AT3G22560.1	A0A654FAM6
AT3G25900.3	A0A654FAP2
AT3G25200.1	A0A654FAP5
AT3G09250.1	A0A654FAP8
AT3G26080.1	A0A654FAQ0
AT3G25990.1	A0A654FAQ2
AT3G09350.1	A0A654FAQ8
AT3G19800.2	A0A654FAR1
AT3G21950.1	A0A654FAR6
AT3G25910.1	A0A654FAR9
AT3G19895.1	A0A654FAS1
AT3G26100.2	A0A654FAT8
AT3G26100.5	A0A654FAT8
AT3G26100.6	A0A654FAT8
AT2G39490.1	A0A654FAU8
AT3G22200.1	A0A654FAV3
AT3G26395.1	A0A654FAV5
AT3G20270.1	A0A654FAW2
AT3G20270.3	A0A654FAW2
AT3G23880.1	A0A654FB27
AT3G27030.1	A0A654FB43
AT3G24065.1	A0A654FB47
AT3G27120.1	A0A654FB50
AT3G21215.3	A0A654FB63
AT3G27550.2	A0A654FB80
AT3G27560.1	A0A654FB84
AT3G23530.1	A0A654FBA2
AT3G21540.1	A0A654FBA3
AT3G27860.1	A0A654FBA9
AT3G27860.2	A0A654FBA9
AT3G27495.1	A0A654FBB7
AT3G27940.1	A0A654FBB8
AT3G27940.2	A0A654FBB8
AT3G27940.3	A0A654FBB8
AT3G27831.1	A0A654FBC5
AT3G27680.1	A0A654FBD6
AT3G28243.1	A0A654FBE9
AT3G28120.1	A0A654FBF4
AT3G25170.1	A0A654FBG2
AT3G25170.2	A0A654FBG2
AT3G25170.3	A0A654FBG2
AT3G27960.1	A0A654FBG6
AT3G27960.3	A0A654FBG6
AT3G27530.1	A0A654FBH6
AT3G28560.1	A0A654FBH8
AT3G27630.1	A0A654FBI4
AT3G28660.1	A0A654FBI9
AT3G28750.1	A0A654FBJ9
AT3G25597.1	A0A654FBK1
AT3G27835.1	A0A654FBK3
AT3G28850.1	A0A654FBK9
AT3G28840.1	A0A654FBL0
AT3G28470.1	A0A654FBL4
AT3G28910.1	A0A654FBL8
AT3G24506.1	A0A654FBL9
AT3G12270.1	A0A654FBM1
AT3G28810.1	A0A654FBM6
AT3G24740.1	A0A654FBP6
AT3G24740.2	A0A654FBP6
AT3G24740.3	A0A654FBP6
AT3G24740.4	A0A654FBP6
AT3G24740.5	A0A654FBP6
AT3G24740.6	A0A654FBP6
AT5G20460.1	A0A654FBP8
AT3G28918.1	A0A654FBR2
AT3G23060.2	A0A654FBR9
AT3G28550.1	A0A654FBS3
AT3G29152.1	A0A654FBS4
AT3G25160.1	A0A654FBS5
AT3G28635.1	A0A654FBT4
AT3G28720.1	A0A654FBU5
AT3G28820.1	A0A654FBV2
AT3G29740.1	A0A654FBV4
AT2G42725.1	A0A654FBW9
AT3G23600.1	A0A654FBX6
AT3G26600.1	A0A654FBY2
AT3G29075.1	A0A654FBZ0
AT2G42900.1	A0A654FBZ1
AT3G13404.1	A0A654FC10
AT3G30725.1	A0A654FC23
AT2G43280.2	A0A654FC34
AT3G13640.1	A0A654FC47
AT3G13690.1	A0A654FC59
AT3G13690.2	A0A654FC59
AT3G13690.3	A0A654FC59
AT3G27355.1	A0A654FC65
AT3G25030.1	A0A654FCC1
AT3G25030.2	A0A654FCC1
AT3G25030.4	A0A654FCC1
AT3G25130.1	A0A654FCC7
AT3G26742.1	A0A654FCD0
AT3G27809.1	A0A654FCE1
AT3G25410.1	A0A654FCF0
AT3G43940.1	A0A654FCG3
AT3G28193.1	A0A654FCH7
AT2G44745.1	A0A654FCI2
AT3G43950.1	A0A654FCI3
AT3G44130.1	A0A654FCI5
AT3G25719.1	A0A654FCI8
AT3G43230.1	A0A654FCI9
AT3G43970.1	A0A654FCJ2
AT3G43970.2	A0A654FCJ2
AT3G14830.1	A0A654FCJ7
AT3G14830.2	A0A654FCJ7
AT3G14830.3	A0A654FCJ7
AT3G14830.4	A0A654FCJ7
AT3G44190.1	A0A654FCJ9
AT3G44265.1	A0A654FCL0
AT3G44230.1	A0A654FCL1
AT3G44160.1	A0A654FCL2
AT3G27570.2	A0A654FCM5
AT3G15111.1	A0A654FCM8
AT3G28780.1	A0A654FCN4
AT3G27670.1	A0A654FCN5
AT3G28860.1	A0A654FCP4
AT3G44020.1	A0A654FCP7
AT3G28920.1	A0A654FCQ4
AT3G44115.1	A0A654FCQ7
AT3G27950.1	A0A654FCR5
AT3G44718.1	A0A654FCS1
AT2G45630.2	A0A654FCS2
AT3G28180.1	A0A654FCT3
AT3G15604.1	A0A654FCU1
AT3G29305.1	A0A654FCU5
AT3G45020.1	A0A654FCV9
AT3G45020.2	A0A654FCV9
AT3G45020.3	A0A654FCV9
AT3G45020.4	A0A654FCV9
AT2G46150.1	A0A654FCX4
AT3G45252.1	A0A654FCY4
AT3G28760.2	A0A654FCZ2
AT3G28917.1	A0A654FD09
AT3G45680.1	A0A654FD24
AT3G27329.1	A0A654FD32
AT3G45630.1	A0A654FD35
AT3G45630.2	A0A654FD35
AT2G46765.1	A0A654FD36
AT3G45750.1	A0A654FD39
AT3G45870.1	A0A654FD44
AT3G45880.2	A0A654FD51
AT3G16550.1	A0A654FD52
AT3G45970.1	A0A654FD55
AT3G27540.1	A0A654FD58
AT3G45940.1	A0A654FD60
AT3G45900.1	A0A654FD65
AT3G46070.1	A0A654FD66
AT3G46080.1	A0A654FD71
AT3G46000.2	A0A654FD75
AT3G46160.1	A0A654FD78
AT3G46130.1	A0A654FD81
AT3G16820.1	A0A654FD83
AT3G45670.1	A0A654FD84
AT3G46280.1	A0A654FD87
AT3G46270.2	A0A654FD88
AT2G47350.1	A0A654FD91
AT3G46230.1	A0A654FD94
AT3G46190.1	A0A654FD96
AT3G46360.1	A0A654FD98
AT3G29760.3	A0A654FD99
AT3G29760.5	A0A654FD99
AT3G45851.1	A0A654FDA2
AT3G46300.1	A0A654FDA6
AT3G46050.1	A0A654FDC1
AT3G30390.1	A0A654FDC4
AT3G30390.2	A0A654FDC4
AT3G30390.3	A0A654FDC4
AT3G46640.1	A0A654FDC6
AT3G46640.2	A0A654FDC6
AT3G46140.1	A0A654FDD1
AT3G46616.1	A0A654FDD7
AT3G46616.2	A0A654FDD7
AT3G43430.1	A0A654FDE5
AT3G46660.1	A0A654FDF0
AT3G46780.1	A0A654FDF6
AT3G46450.1	A0A654FDG5
AT3G46450.3	A0A654FDG5
AT3G17655.1	A0A654FDH7
AT3G47080.1	A0A654FDI2
AT3G46617.1	A0A654FDI5
AT3G28830.1	A0A654FDI8
AT3G44080.1	A0A654FDI9
AT3G01240.1	A0A654FDJ4
AT3G44330.1	A0A654FDL4
AT3G47590.1	A0A654FDN1
AT3G47680.1	A0A654FDP4
AT3G47510.1	A0A654FDP5
AT3G18330.1	A0A654FDP6
AT3G60966.1	A0A654FDP7
AT3G47610.1	A0A654FDQ4
AT3G18430.1	A0A654FDQ5
AT3G18430.2	A0A654FDQ5
AT3G18430.3	A0A654FDQ5
AT3G47675.1	A0A654FDQ6
AT3G47870.1	A0A654FDR2
AT3G18518.1	A0A654FDR6
AT3G01920.1	A0A654FDR8
AT3G47700.1	A0A654FDS1
AT3G29633.1	A0A654FDS4
AT3G29633.2	A0A654FDS4
AT3G47560.1	A0A654FDT8
AT3G18775.1	A0A654FDU3
AT3G44060.1	A0A654FDV0
AT3G47660.3	A0A654FDV7
AT3G47660.5	A0A654FDV7
AT3G18957.1	A0A654FDV9
AT3G48344.1	A0A654FDY4
AT3G48470.1	A0A654FDZ3
AT3G45645.1	A0A654FE05
AT3G48670.1	A0A654FE09
AT3G48670.2	A0A654FE09
AT3G48670.3	A0A654FE09
AT3G45720.1	A0A654FE14
AT3G48800.1	A0A654FE22
AT3G45820.1	A0A654FE25
AT3G45910.1	A0A654FE35
AT3G48820.2	A0A654FE41
AT3G46010.2	A0A654FE42
AT3G44769.1	A0A654FE43
AT3G48475.1	A0A654FE48
AT3G48920.1	A0A654FE50
AT3G49140.1	A0A654FE62
AT3G46200.1	A0A654FE64
AT3G46310.1	A0A654FE74
AT3G03380.2	A0A654FE75
AT3G49320.1	A0A654FE90
AT3G49430.1	A0A654FE92
AT3G49430.3	A0A654FE92
AT3G49430.4	A0A654FE92
AT3G49430.5	A0A654FE92
AT3G49430.6	A0A654FE92
AT3G49430.7	A0A654FE92
AT3G49550.1	A0A654FEB7
AT3G03830.1	A0A654FED0
AT3G49744.1	A0A654FED3
AT3G45620.1	A0A654FEE3
AT3G49796.1	A0A654FEE4
AT3G20600.1	A0A654FEF3
AT3G45700.1	A0A654FEF5
AT3G04181.1	A0A654FEH2
AT3G45890.1	A0A654FEH6
AT3G44290.1	A0A654FEH9
AT3G04270.1	A0A654FEI2
AT3G46086.1	A0A654FEJ6
AT3G50610.2	A0A654FEM2
AT3G04735.1	A0A654FEN0
AT3G46490.1	A0A654FEN4
AT3G21351.1	A0A654FEP3
AT3G46580.1	A0A654FEP7
AT3G21420.1	A0A654FEQ3
AT3G46650.1	A0A654FEQ7
AT3G51050.1	A0A654FER5
AT3G45093.1	A0A654FES9
AT3G50810.1	A0A654FET6
AT3G50810.2	A0A654FET6
AT3G50810.3	A0A654FET6
AT3G46990.1	A0A654FEU8
AT3G45275.1	A0A654FEU9
AT3G05345.1	A0A654FEV3
AT3G21990.1	A0A654FEW1
AT3G51200.1	A0A654FEX4
AT3G51642.1	A0A654FEX5
AT3G45673.1	A0A654FEZ3
AT3G22231.1	A0A654FEZ4
AT3G05746.1	A0A654FF08
AT3G47600.1	A0A654FF11
AT3G22415.1	A0A654FF13
AT3G05830.1	A0A654FF17
AT3G05830.3	A0A654FF17
AT3G49115.1	A0A654FF19
AT3G45960.2	A0A654FF24
AT3G47690.1	A0A654FF27
AT3G52260.2	A0A654FF35
AT3G52370.1	A0A654FF47
AT3G06070.1	A0A654FF50
AT3G22770.1	A0A654FF53
AT3G52390.2	A0A654FF54
AT3G46350.1	A0A654FF56
AT3G49551.1	A0A654FF74
AT3G46620.1	A0A654FF91
AT3G23172.1	A0A654FF99
AT3G23255.1	A0A654FFA9
AT3G48810.1	A0A654FFE1
AT3G53220.1	A0A654FFE2
AT3G47070.1	A0A654FFE4
AT3G06810.1	A0A654FFE9
AT3G23637.1	A0A654FFF0
AT3G48900.2	A0A654FFF1
AT3G53294.1	A0A654FFF6
AT3G06895.1	A0A654FFF9
AT3G53130.1	A0A654FFG7
AT3G53611.1	A0A654FFH2
AT3G49260.1	A0A654FFJ2
AT3G49260.2	A0A654FFJ2
AT3G49260.4	A0A654FFJ2
AT3G53390.1	A0A654FFJ6
AT3G53940.1	A0A654FFK5
AT3G54040.1	A0A654FFL5
AT3G54120.1	A0A654FFM6
AT3G54220.1	A0A654FFN7
AT3G54290.1	A0A654FFP3
AT3G47990.1	A0A654FFP7
AT3G24514.1	A0A654FFP8
AT3G48185.1	A0A654FFR7
AT3G51644.1	A0A654FFT7
AT3G54826.1	A0A654FFU3
AT3G08690.1	A0A654FFU9
AT3G08690.2	A0A654FFU9
AT3G54910.1	A0A654FFV3
AT3G54910.2	A0A654FFV3
AT3G54910.3	A0A654FFV3
AT3G51840.1	A0A654FFV7
AT3G48480.1	A0A654FFV9
AT3G09055.1	A0A654FFY6
AT3G55070.1	A0A654FFY9
AT3G55290.1	A0A654FFZ1
AT3G51040.1	A0A654FG17
AT3G51040.2	A0A654FG17
AT3G51040.3	A0A654FG17
AT3G52690.1	A0A654FG48
AT3G49310.1	A0A654FG54
AT3G55960.1	A0A654FG71
AT3G56160.1	A0A654FG92
AT3G10185.1	A0A654FG93
AT3G55820.1	A0A654FG94
AT3G56210.1	A0A654FGD3
AT3G56210.2	A0A654FGD3
AT3G56210.4	A0A654FGD3
AT3G56420.1	A0A654FGF6
AT3G56420.2	A0A654FGF6
AT3G56420.3	A0A654FGF6
AT3G53950.1	A0A654FGH2
AT3G56620.1	A0A654FGH5
AT3G10940.1	A0A654FGH8
AT3G27310.1	A0A654FGK0
AT3G27460.4	A0A654FGL3
AT3G50910.1	A0A654FGL5
AT3G54550.1	A0A654FGM0
AT3G51010.1	A0A654FGM2
AT3G11500.1	A0A654FGM3
AT3G11500.2	A0A654FGM3
AT3G27610.1	A0A654FGM4
AT3G11591.1	A0A654FGM7
AT3G54760.1	A0A654FGN0
AT3G51210.1	A0A654FGN2
AT3G11780.1	A0A654FGN6
AT3G53830.3	A0A654FGQ2
AT3G28620.1	A0A654FGS4
AT3G28790.1	A0A654FGT3
AT3G28875.1	A0A654FGT8
AT3G52460.1	A0A654FGU6
AT3G13075.1	A0A654FGV9
AT3G52940.1	A0A654FGX0
AT3G13400.1	A0A654FGX9
AT3G13400.2	A0A654FGX9
AT3G55420.1	A0A654FGY1
AT3G53232.1	A0A654FGY5
AT3G57062.1	A0A654FH02
AT3G57062.2	A0A654FH02
AT3G53800.1	A0A654FH14
AT3G54000.1	A0A654FH20
AT3G54085.1	A0A654FH24
AT3G54085.2	A0A654FH24
AT3G54085.3	A0A654FH24
AT3G42148.1	A0A654FH39
AT3G14920.1	A0A654FH52
AT3G54900.1	A0A654FH53
AT3G15110.1	A0A654FH59
AT3G57140.1	A0A654FH60
AT3G57140.2	A0A654FH60
AT3G44006.1	A0A654FH79
AT3G44100.1	A0A654FH82
AT3G15770.1	A0A654FH84
AT3G44261.1	A0A654FH87
AT3G55930.1	A0A654FH89
AT3G44510.2	A0A654FH93
AT3G56430.1	A0A654FHA4
AT3G16540.1	A0A654FHA9
AT3G56730.2	A0A654FHB4
AT3G56730.3	A0A654FHB4
AT3G16712.1	A0A654FHB5
AT3G46530.1	A0A654FHF1
AT3G18320.1	A0A654FHF3
AT3G46613.1	A0A654FHF4
AT3G47341.1	A0A654FHH1
AT3G47640.1	A0A654FHH8
AT3G47640.2	A0A654FHH8
